student_id,live_classes_attended,recorded_views,total_classes
3215,22,24,40
3216,10,23,50
3217,30,7,40
3218,5,39,50
3219,21,16,60
3220,10,20,50
3221,33,19,50
3222,12,18,50
3223,21,12,50
3224,16,31,50
3225,15,10,50
3226,23,35,40
3227,24,48,60
3228,6,27,40
3229,6,29,50
3230,10,17,40
3231,32,22,60
3232,18,7,40
3233,18,19,60
3234,19,9,40
3235,13,26,50
3236,18,24,40
3237,26,7,40
3238,12,24,40
3239,28,25,40
3240,15,14,60
3241,25,18,60
3242,17,5,40
3243,29,7,40
3244,8,23,40
3245,27,8,40
3246,27,16,50
3247,15,9,60
3248,10,30,60
3249,20,10,40
3250,21,16,50
3251,26,6,60
3252,9,25,50
3253,20,19,40
3254,17,24,40
3255,23,32,50
3256,12,44,50
3257,8,37,40
3258,10,35,40
3259,34,6,60
3260,22,9,40
3261,19,19,40
3262,35,20,60
3263,34,17,60
3264,27,17,60
3265,24,25,60
3266,21,24,60
3267,32,17,60
3268,26,18,50
3269,21,30,40
3270,6,21,40
3271,29,16,40
3272,13,24,50
3273,17,39,50
3274,16,16,50
3275,25,11,50
3276,16,18,40
3277,9,43,60
3278,9,56,60
3279,22,12,50
3280,10,12,40
3281,13,46,50
3282,24,19,50
3283,16,19,50
3284,23,6,40
3285,14,25,40
3286,19,16,40
3287,16,29,40
3288,25,42,50
3289,24,24,40
3290,21,50,50
3291,6,45,50
3292,16,25,40
3293,19,21,40
3294,10,8,40
3295,33,22,40
3296,11,5,50
3297,11,55,60
3298,16,16,60
3299,17,36,50
3300,24,16,60
3301,15,33,60
3302,11,21,50
3303,13,19,60
3304,18,47,50
3305,22,38,40
3306,28,21,60
3307,14,17,40
3308,31,19,50
3309,25,32,60
3310,14,11,40
3311,24,27,40
3312,22,12,50
3313,11,14,40
3314,14,11,40
3315,28,11,50
3316,35,9,50
3317,22,31,50
3318,5,17,40
3319,6,23,40
3320,25,7,60
3321,24,10,40
3322,20,22,60
3323,31,19,40
3324,24,38,50
3325,13,50,50
3326,15,55,60
3327,20,21,60
3328,31,23,40
3329,31,13,60
3330,34,12,60
3331,5,28,40
3332,18,15,50
3333,14,46,60
3334,22,6,60
3335,19,13,60
3336,14,22,40
3337,35,12,40
3338,24,9,40
3339,22,31,40
3340,23,17,50
3341,23,36,50
3342,7,30,50
3343,29,20,40
3344,12,15,60
3345,18,27,40
3346,14,18,50
3347,10,15,50
3348,13,14,50
3349,25,20,40
3350,28,11,50
3351,18,30,50
3352,17,24,50
3353,20,10,40
3354,20,23,60
3355,12,8,50
3356,7,40,40
3357,5,24,60
3358,18,46,60
3359,35,25,40
3360,6,15,40
3361,10,17,50
3362,19,16,40
3363,31,16,60
3364,28,7,60
3365,15,14,40
3366,8,17,50
3367,7,17,60
3368,10,11,60
3369,22,20,40
3370,18,23,40
3371,24,48,50
3372,24,24,40
3373,12,19,40
3374,18,10,60
3375,34,21,60
3376,25,24,40
3377,32,14,40
3378,22,15,40
3379,15,20,60
3380,21,21,50
3381,19,25,50
3382,22,18,60
3383,35,14,40
3384,15,28,60
3385,24,9,40
3386,14,6,60
3387,6,33,40
3388,14,8,40
3389,9,24,50
3390,12,14,60
3391,32,15,50
3392,12,60,60
3393,23,18,50
3394,30,22,40
3395,28,14,60
3396,16,20,60
3397,11,16,60
3398,22,11,40
3399,12,6,50
3400,13,27,40
3401,25,19,40
3402,17,60,60
3403,24,9,50
3404,33,18,50
3405,15,51,60
3406,15,5,60
3407,13,28,40
3408,25,15,40
3409,11,9,40
3410,26,24,40
3411,18,11,50
3412,15,18,60
3413,34,5,40
3414,21,15,60
3415,16,36,60
3416,13,20,40
3417,16,11,60
3418,20,21,40
3419,21,40,50
3420,23,54,60
3421,16,18,60
3422,6,44,60
3423,28,22,60
3424,27,19,50
3425,19,15,40
3426,18,33,40
3427,35,7,60
3428,23,19,50
3429,28,12,60
3430,28,12,50
3431,13,34,50
3432,11,12,60
3433,28,13,60
3434,13,15,50
3435,12,17,60
3436,19,22,40
3437,5,42,50
3438,7,40,40
3439,27,22,50
3440,10,21,50
3441,35,25,60
3442,34,24,50
3443,11,20,60
3444,16,22,60
3445,27,14,60
3446,17,17,40
3447,33,15,60
3448,27,25,40
3449,5,36,40
3450,12,15,50
3451,17,20,60
3452,13,9,40
3453,13,25,60
3454,19,13,60
3455,10,42,50
3456,10,26,40
3457,14,24,40
3458,32,22,60
3459,12,7,60
3460,8,15,40
3461,12,13,40
3462,8,39,40
3463,15,22,50
3464,34,22,60
3465,21,22,50
3466,31,24,50
3467,7,37,50
3468,16,20,40
3469,35,11,50
3470,18,5,60
3471,7,19,60
3472,14,15,40
3473,26,22,40
3474,25,25,40
3475,5,36,50
3476,35,18,50
3477,35,21,40
3478,11,25,50
3479,29,25,40
3480,34,23,50
3481,32,7,60
3482,17,20,60
3483,34,19,60
3484,20,25,50
3485,16,6,50
3486,24,11,40
3487,28,16,40
3488,16,35,40
3489,18,15,50
3490,24,7,50
3491,8,34,40
3492,27,8,60
3493,14,20,60
3494,27,22,50
3495,34,15,60
3496,29,6,40
3497,15,30,60
3498,27,18,50
3499,6,21,50
3500,19,9,40
3501,13,39,60
3502,13,25,40
3503,12,21,50
3504,7,46,50
3505,33,14,50
3506,10,5,50
3507,15,26,50
3508,7,23,60
3509,29,24,60
3510,21,8,40
3511,18,15,40
3512,8,26,50
3513,16,23,60
3514,17,6,40
3515,19,22,50
3516,7,60,60
3517,28,22,60
3518,22,34,50
3519,17,39,40
3520,19,18,40
3521,31,15,40
3522,33,6,50
3523,12,8,40
3524,10,8,60
3525,11,20,50
3526,22,22,50
3527,18,10,40
3528,22,30,60
3529,15,20,40
3530,30,23,40
3531,13,25,60
3532,20,21,40
3533,32,9,60
3534,33,21,40
3535,23,5,40
3536,21,32,60
3537,11,46,60
3538,17,6,60
3539,16,24,50
3540,17,27,60
3541,14,37,60
3542,22,23,40
3543,23,33,50
3544,17,24,50
3545,32,18,40
3546,25,46,50
3547,8,27,40
3548,16,13,60
3549,9,51,60
3550,30,23,40
3551,31,12,40
3552,32,6,40
3553,12,38,40
3554,7,36,40
3555,14,11,50
3556,13,23,50
3557,25,21,40
3558,13,5,60
3559,13,15,50
3560,24,9,40
3561,25,40,40
3562,21,15,40
3563,22,21,50
3564,18,19,60
3565,16,25,60
3566,11,27,40
3567,11,30,50
3568,20,32,50
3569,11,13,50
3570,23,19,40
3571,6,40,40
3572,19,31,40
3573,11,41,50
3574,14,19,40
3575,18,10,50
3576,5,45,50
3577,7,52,60
3578,21,14,50
3579,17,19,60
3580,32,13,40
3581,17,32,50
3582,20,22,40
3583,14,5,50
3584,25,30,40
3585,12,50,50
3586,30,9,60
3587,18,16,40
3588,13,59,60
3589,13,36,40
3590,35,14,60
3591,17,16,60
3592,28,8,40
3593,19,13,40
3594,34,22,40
3595,28,21,60
3596,25,30,40
3597,5,24,60
3598,20,22,40
3599,28,15,50
3600,25,11,40
3601,13,14,40
3602,34,18,60
3603,32,13,50
3604,16,25,60
3605,31,24,50
3606,28,16,60
3607,17,30,40
3608,16,12,60
3609,11,15,50
3610,20,30,50
3611,20,20,60
3612,23,22,40
3613,32,7,40
3614,23,19,40
3615,23,6,40
3616,19,28,40
3617,33,7,60
3618,22,29,40
3619,14,12,60
3620,16,11,60
3621,8,17,50
3622,10,23,50
3623,13,13,50
3624,23,43,60
3625,7,25,40
3626,24,18,40
3627,13,40,40
3628,27,25,60
3629,11,20,40
3630,13,49,60
3631,31,5,40
3632,16,18,50
3633,8,20,50
3634,23,29,60
3635,13,15,60
3636,32,16,50
3637,34,19,50
3638,32,10,60
3639,8,35,40
3640,10,13,60
3641,15,10,40
3642,33,6,40
3643,15,11,60
3644,16,9,40
3645,24,6,50
3646,24,12,60
3647,9,17,60
3648,33,11,40
3649,30,14,50
3650,23,9,60
3651,12,10,60
3652,22,5,50
3653,16,16,40
3654,10,58,60
3655,13,7,50
3656,11,17,40
3657,18,18,40
3658,17,10,50
3659,32,21,50
3660,22,58,60
3661,23,52,60
3662,24,10,50
3663,22,57,60
3664,16,19,60
3665,10,43,50
3666,20,13,50
3667,16,5,60
3668,22,14,40
3669,22,44,50
3670,28,8,40
3671,14,6,60
3672,22,18,40
3673,25,17,60
3674,28,9,60
3675,26,10,40
3676,12,23,60
3677,6,31,40
3678,27,7,60
3679,27,22,40
3680,20,21,40
3681,12,13,60
3682,15,50,50
3683,15,6,40
3684,20,28,50
3685,35,12,40
3686,30,7,60
3687,14,24,60
3688,12,18,50
3689,25,49,60
3690,33,15,40
3691,10,32,50
3692,5,17,50
3693,5,39,40
3694,32,5,60
3695,5,20,60
3696,15,25,50
3697,12,7,60
3698,16,20,60
3699,19,40,40
3700,25,38,60
3701,35,25,40
3702,29,5,60
3703,9,37,60
3704,22,8,50
3705,30,14,60
3706,18,10,50
3707,27,9,40
3708,31,23,60
3709,25,14,60
3710,21,19,50
3711,15,14,40
3712,29,6,60
3713,17,45,50
3714,26,18,40
3715,5,17,50
3716,6,15,60
3717,13,30,60
3718,21,25,50
3719,12,16,50
3720,26,13,60
3721,14,17,60
3722,23,22,50
3723,23,9,40
3724,26,12,50
3725,21,6,50
3726,19,10,50
3727,17,17,60
3728,32,6,60
3729,25,6,60
3730,11,30,50
3731,29,24,50
3732,24,24,60
3733,5,48,50
3734,14,7,40
3735,18,6,40
3736,22,13,40
3737,8,50,60
3738,5,31,60
3739,13,56,60
3740,27,20,40
3741,17,21,50
3742,22,11,40
3743,25,19,60
3744,13,30,50
3745,31,7,40
3746,32,17,40
3747,31,14,60
3748,15,21,60
3749,30,14,60
3750,19,10,50
3751,17,18,40
3752,14,16,60
3753,33,21,60
3754,16,8,50
3755,13,20,50
3756,6,39,50
3757,25,39,50
3758,21,16,40
3759,6,26,50
3760,12,38,50
3761,27,10,50
3762,11,16,50
3763,12,20,60
3764,19,18,50
3765,19,21,50
3766,21,47,60
3767,12,38,40
3768,21,12,40
3769,32,21,60
3770,15,13,60
3771,9,44,50
3772,32,6,60
3773,15,17,60
3774,31,25,50
3775,19,12,40
3776,16,11,40
3777,16,21,50
3778,28,15,50
3779,13,17,60
3780,17,9,60
3781,12,8,40
3782,29,19,60
3783,24,8,60
3784,11,24,60
3785,17,23,40
3786,30,11,40
3787,11,23,50
3788,25,35,50
3789,6,28,40
3790,33,7,40
3791,34,24,40
3792,25,15,60
3793,13,19,50
3794,23,22,60
3795,21,15,60
3796,15,11,40
3797,35,5,40
3798,13,15,60
3799,8,50,50
3800,29,21,40
3801,17,17,40
3802,25,25,50
3803,25,13,60
3804,19,24,60
3805,33,18,40
3806,29,11,40
3807,21,24,50
3808,14,6,50
3809,14,34,40
3810,35,8,40
3811,25,51,60
3812,8,49,50
3813,12,29,50
3814,21,45,50
3815,10,23,50
3816,34,18,40
3817,10,38,40
3818,16,24,40
3819,26,9,60
3820,17,19,40
3821,20,15,50
3822,12,7,50
3823,6,33,50
3824,21,32,40
3825,6,38,50
3826,10,15,60
3827,25,17,40
3828,18,17,50
3829,8,22,60
3830,9,42,60
3831,11,11,40
3832,21,21,40
3833,22,17,50
3834,7,16,60
3835,14,19,50
3836,15,38,40
3837,13,10,40
3838,13,25,40
3839,11,18,50
3840,27,10,60
3841,28,8,50
3842,30,20,50
3843,22,24,50
3844,11,48,60
3845,19,6,50
3846,17,14,40
3847,10,21,60
3848,34,11,50
3849,19,12,50
3850,31,22,50
3851,21,23,60
3852,11,11,50
3853,25,26,40
3854,33,8,60
3855,8,36,40
3856,19,16,50
3857,11,21,60
3858,28,23,50
3859,7,33,60
3860,23,26,50
3861,32,19,40
3862,28,10,50
3863,34,24,50
3864,28,24,60
3865,18,54,60
3866,35,17,60
3867,19,22,60
3868,29,24,60
3869,19,20,60
3870,19,9,60
3871,35,16,60
3872,22,25,60
3873,17,9,60
3874,28,8,50
3875,10,21,50
3876,23,27,50
3877,16,8,40
3878,34,12,40
3879,34,9,50
3880,17,50,50
3881,23,24,40
3882,5,50,60
3883,9,40,50
3884,13,19,60
3885,10,25,50
3886,10,28,50
3887,27,12,50
3888,29,12,60
3889,31,24,50
3890,25,30,50
3891,14,22,60
3892,19,5,40
3893,18,22,50
3894,32,23,40
3895,23,15,60
3896,22,40,40
3897,22,23,40
3898,27,9,50
3899,31,13,50
3900,35,22,40
3901,23,39,50
3902,23,25,50
3903,11,15,40
3904,25,18,60
3905,9,39,40
3906,21,25,40
3907,20,8,60
3908,11,32,50
3909,27,9,50
3910,28,14,40
3911,18,25,60
3912,10,10,40
3913,12,15,50
3914,21,28,40
3915,22,17,60
3916,11,8,40
3917,26,11,50
3918,7,36,40
3919,24,25,40
3920,6,17,40
3921,21,18,50
3922,25,32,60
3923,19,25,40
3924,7,35,60
3925,24,18,40
3926,30,21,40
3927,23,29,40
3928,23,25,60
3929,11,16,40
3930,30,13,40
3931,10,20,50
3932,19,33,50
3933,15,6,50
3934,24,9,60
3935,22,18,60
3936,14,24,60
3937,21,5,40
3938,35,7,60
3939,25,25,60
3940,22,6,50
3941,28,24,40
3942,13,15,40
3943,21,49,50
3944,12,11,50
3945,11,29,40
3946,7,19,40
3947,21,10,50
3948,16,27,40
3949,19,32,40
3950,24,5,40
3951,15,8,40
3952,29,10,40
3953,22,8,40
3954,34,18,40
3955,26,15,40
3956,24,20,40
3957,28,16,60
3958,13,11,50
3959,24,7,40
3960,22,33,60
3961,13,18,50
3962,15,23,60
3963,6,24,50
3964,19,21,50
3965,13,18,40
3966,19,6,50
3967,19,21,40
3968,18,8,60
3969,20,49,50
3970,14,19,40
3971,35,20,60
3972,21,25,60
3973,12,5,40
3974,25,17,40
3975,28,22,50
3976,8,35,40
3977,13,31,40
3978,10,49,50
3979,20,43,50
3980,34,18,40
3981,27,12,40
3982,26,10,40
3983,15,41,60
3984,20,12,40
3985,34,19,60
3986,10,20,60
3987,28,22,60
3988,30,18,60
3989,8,44,50
3990,32,6,50
3991,25,12,50
3992,26,9,50
3993,16,39,40
3994,17,32,40
3995,7,36,40
3996,10,22,40
3997,16,35,60
3998,15,7,60
3999,31,16,50
4000,34,15,40
4001,19,21,60
4002,18,17,60
4003,9,19,60
4004,30,10,60
4005,28,9,40
4006,28,17,50
4007,34,24,50
4008,27,23,40
4009,13,30,60
4010,24,49,50
4011,22,16,50
4012,9,16,40
4013,35,6,50
4014,12,57,60
4015,23,24,60
4016,13,47,60
4017,30,9,50
4018,29,15,50
4019,24,47,60
4020,30,7,60
4021,12,14,60
4022,19,49,50
4023,24,6,60
4024,25,43,60
4025,21,10,40
4026,27,17,40
4027,22,20,50
4028,27,10,40
4029,24,29,40
4030,22,7,50
4031,12,25,60
4032,24,20,60
4033,27,20,60
4034,27,9,50
4035,28,18,60
4036,20,60,60
4037,14,15,40
4038,23,27,60
4039,33,6,50
4040,27,15,60
4041,26,5,60
4042,25,26,50
4043,30,12,60
4044,11,13,50
4045,31,16,40
4046,17,36,50
4047,24,23,60
4048,5,36,40
4049,15,13,40
4050,10,36,60
4051,13,31,50
4052,21,27,40
4053,23,40,50
4054,9,26,40
4055,19,10,60
4056,17,25,60
4057,22,38,40
4058,18,17,60
4059,16,22,40
4060,13,15,60
4061,10,31,50
4062,15,20,40
4063,34,15,60
4064,20,26,60
4065,17,25,50
4066,10,40,60
4067,12,59,60
4068,20,21,40
4069,16,21,60
4070,26,8,40
4071,32,17,60
4072,21,5,50
4073,20,48,60
4074,17,50,50
4075,10,24,50
4076,34,20,50
4077,19,13,60
4078,10,11,40
4079,30,24,50
4080,31,21,40
4081,12,8,60
4082,29,20,50
4083,6,21,40
4084,15,52,60
4085,13,40,40
4086,7,26,40
4087,22,14,40
4088,15,24,40
4089,13,15,50
4090,16,8,50
4091,10,26,40
4092,16,18,60
4093,21,21,50
4094,18,29,40
4095,11,5,50
4096,18,9,60
4097,25,21,60
4098,7,17,50
4099,10,44,50
4100,24,48,50
4101,23,31,40
4102,27,6,50
4103,9,45,60
4104,18,16,40
4105,17,21,40
4106,27,16,60
4107,10,23,50
4108,27,18,50
4109,6,35,50
4110,26,18,60
4111,22,43,50
4112,19,10,50
4113,20,37,40
4114,21,36,50
4115,13,49,60
4116,15,52,60
4117,21,15,50
4118,29,14,60
4119,21,19,40
4120,29,8,50
4121,35,18,40
4122,10,9,50
4123,6,16,40
4124,35,14,40
4125,25,29,50
4126,30,12,60
4127,17,9,40
4128,13,15,60
4129,12,11,50
4130,20,15,40
4131,6,48,50
4132,30,25,40
4133,22,26,50
4134,8,33,60
4135,19,21,50
4136,29,17,60
4137,28,24,50
4138,25,9,60
4139,32,12,50
4140,19,43,50
4141,14,56,60
4142,14,5,50
4143,16,31,40
4144,32,10,60
4145,19,11,50
4146,26,11,40
4147,32,22,40
4148,9,21,40
4149,14,11,40
4150,9,56,60
4151,30,14,40
4152,7,18,60
4153,33,5,50
4154,26,12,40
4155,18,20,50
4156,16,22,40
4157,21,5,50
4158,15,20,60
4159,26,7,50
4160,24,10,60
4161,21,20,40
4162,20,13,50
4163,21,22,60
4164,13,45,60
4165,22,9,40
4166,11,15,60
4167,29,7,40
4168,34,19,60
4169,31,22,50
4170,33,8,40
4171,6,50,50
4172,32,19,40
4173,30,20,40
4174,12,19,40
4175,16,11,60
4176,11,26,50
4177,20,10,40
4178,14,23,40
4179,24,28,60
4180,23,10,60
4181,33,18,40
4182,31,23,50
4183,30,14,40
4184,27,22,40
4185,17,10,40
4186,30,16,50
4187,17,23,60
4188,16,15,60
4189,19,13,60
4190,13,20,50
4191,25,44,60
4192,20,29,60
4193,35,17,40
4194,17,5,50
4195,15,31,60
4196,23,46,50
4197,8,26,60
4198,29,23,50
4199,10,10,50
4200,15,19,60
4201,15,6,40
4202,17,24,50
4203,21,46,50
4204,13,11,60
4205,32,15,50
4206,28,22,40
4207,17,9,60
4208,10,8,40
4209,35,16,40
4210,33,6,50
4211,16,10,60
4212,11,13,40
4213,20,53,60
4214,24,21,60
4215,26,23,60
4216,16,28,50
4217,16,57,60
4218,16,26,60
4219,30,22,40
4220,11,6,50
4221,5,23,40
4222,12,39,50
4223,12,23,60
4224,15,22,60
4225,7,37,50
4226,16,23,40
4227,10,9,40
4228,23,25,60
4229,28,16,60
4230,5,20,60
4231,16,20,50
4232,25,47,50
4233,6,34,40
4234,10,23,40
4235,25,7,50
4236,23,30,40
4237,24,18,40
4238,22,6,40
4239,14,9,60
4240,11,20,40
4241,31,19,40
4242,19,23,50
4243,13,24,40
4244,7,22,60
4245,17,27,40
4246,9,20,40
4247,13,24,40
4248,11,19,60
4249,33,15,40
4250,21,43,60
4251,11,34,40
4252,33,11,60
4253,14,33,40
4254,23,17,40
4255,11,49,50
4256,31,10,40
4257,30,14,50
4258,13,9,60
4259,10,21,50
4260,14,15,40
4261,31,17,60
4262,26,9,60
4263,10,23,50
4264,20,9,60
4265,29,14,40
4266,14,5,50
4267,16,16,60
4268,33,17,50
4269,35,25,40
4270,35,11,40
4271,31,23,60
4272,21,9,60
4273,28,20,60
4274,34,8,40
4275,24,8,40
4276,13,21,40
4277,16,50,50
4278,27,16,50
4279,19,9,50
4280,5,23,40
4281,33,9,40
4282,9,30,40
4283,18,18,40
4284,29,10,50
4285,17,22,50
4286,13,18,50
4287,29,24,40
4288,19,38,40
4289,12,18,60
4290,23,16,50
4291,12,23,50
4292,19,21,40
4293,13,15,60
4294,13,25,50
4295,30,25,60
4296,12,37,40
4297,19,6,60
4298,6,18,40
4299,29,16,40
4300,25,23,50
4301,24,16,60
4302,35,14,50
4303,12,16,60
4304,28,16,50
4305,14,42,50
4306,17,13,40
4307,13,9,50
4308,24,18,50
4309,13,6,40
4310,6,22,60
4311,13,6,60
4312,10,18,40
4313,12,21,60
4314,22,13,50
4315,25,10,40
4316,26,6,50
4317,5,48,60
4318,35,16,40
4319,8,24,50
4320,10,8,60
4321,32,6,50
4322,12,11,50
4323,6,41,60
4324,13,12,50
4325,24,12,40
4326,7,18,50
4327,21,21,50
4328,25,14,50
4329,35,17,40
4330,8,37,40
4331,5,15,40
4332,23,10,60
4333,22,48,50
4334,16,43,60
4335,32,18,50
4336,13,46,60
4337,16,8,40
4338,10,15,60
4339,31,11,40
4340,22,10,60
4341,13,42,50
4342,18,24,50
4343,21,23,40
4344,26,12,40
4345,32,20,40
4346,11,6,40
4347,17,41,50
4348,13,14,50
4349,25,16,50
4350,8,16,40
4351,28,20,50
4352,24,8,60
4353,11,5,50
4354,25,31,60
4355,12,49,60
4356,7,60,60
4357,25,59,60
4358,23,15,50
4359,17,7,50
4360,35,10,50
4361,13,34,40
4362,21,17,60
4363,19,25,60
4364,25,17,60
4365,26,20,60
4366,12,56,60
4367,11,29,40
4368,24,8,60
4369,22,24,50
4370,33,14,60
4371,23,17,40
4372,9,21,40
4373,19,6,50
4374,25,23,50
4375,17,12,50
4376,34,15,40
4377,15,11,50
4378,21,57,60
4379,24,33,60
4380,28,8,60
4381,19,15,60
4382,32,13,40
4383,23,9,40
4384,11,29,40
4385,21,29,40
4386,15,8,60
4387,18,16,40
4388,5,35,40
4389,25,31,60
4390,27,7,40
4391,16,36,40
4392,34,24,60
4393,26,24,60
4394,23,43,60
4395,8,17,40
4396,10,22,50
4397,30,23,60
4398,21,16,50
4399,22,27,40
4400,19,22,50
4401,15,8,40
4402,16,48,50
4403,33,12,60
4404,19,47,60
4405,19,15,50
4406,10,18,60
4407,18,22,40
4408,23,20,40
4409,25,7,50
4410,16,17,40
4411,12,14,60
4412,17,20,60
4413,7,25,60
4414,25,23,60
4415,35,10,50
4416,31,18,60
4417,21,24,60
4418,17,45,50
4419,30,6,60
4420,6,37,50
4421,32,8,40
4422,35,7,50
4423,18,22,60
4424,18,17,50
4425,22,30,50
4426,20,24,40
4427,35,22,60
4428,12,36,60
4429,17,37,60
4430,34,19,40
4431,35,25,60
4432,10,33,50
4433,11,24,60
4434,32,25,50
4435,24,39,50
4436,27,12,50
4437,18,24,60
4438,5,32,50
4439,26,14,50
4440,12,19,40
4441,14,22,40
4442,8,39,50
4443,10,26,40
4444,34,12,60
4445,23,13,60
4446,22,23,60
4447,26,23,40
4448,13,32,40
4449,22,47,50
4450,29,6,40
4451,9,31,50
4452,20,24,50
4453,19,53,60
4454,12,18,60
4455,24,17,40
4456,19,7,40
4457,13,23,40
4458,17,16,60
4459,24,55,60
4460,16,18,40
4461,12,21,40
4462,33,18,50
4463,20,10,40
4464,6,23,40
4465,27,21,50
4466,17,25,40
4467,5,25,60
4468,13,34,50
4469,14,13,50
4470,24,18,40
4471,15,17,50
4472,14,23,40
4473,35,23,40
4474,22,7,50
4475,20,19,50
4476,9,59,60
4477,29,22,50
4478,34,22,60
4479,11,22,60
4480,33,5,60
4481,19,50,50
4482,13,13,40
4483,19,23,40
4484,26,8,50
4485,15,34,40
4486,22,25,40
4487,13,49,50
4488,24,49,50
4489,35,12,60
4490,28,17,60
4491,29,22,60
4492,19,21,50
4493,28,14,50
4494,7,35,60
4495,28,13,50
4496,35,6,50
4497,13,24,40
4498,33,24,40
4499,15,6,60
4500,34,20,60
4501,12,39,50
4502,6,37,60
4503,7,30,40
4504,23,6,40
4505,24,32,40
4506,17,28,60
4507,15,30,50
4508,32,25,50
4509,13,21,40
4510,13,35,60
4511,29,6,50
4512,25,5,50
4513,5,34,40
4514,30,23,60
4515,35,9,50
4516,21,31,50
4517,6,24,40
4518,22,13,50
4519,27,24,60
4520,18,46,50
4521,11,15,50
4522,18,10,50
4523,35,14,40
4524,18,38,50
4525,34,19,50
4526,22,16,50
4527,24,14,60
4528,17,11,50
4529,35,24,60
4530,18,19,40
4531,35,16,40
4532,35,17,50
4533,35,9,50
4534,10,41,60
4535,32,14,50
4536,8,27,40
4537,20,24,60
4538,21,12,60
4539,5,37,40
4540,18,25,60
4541,8,20,40
4542,19,10,40
4543,18,45,50
4544,31,20,60
4545,22,9,50
4546,24,19,50
4547,10,8,50
4548,15,13,40
4549,13,7,60
4550,21,31,50
4551,21,55,60
4552,11,5,50
4553,10,8,60
4554,23,48,50
4555,20,46,50
4556,9,27,60
4557,15,23,40
4558,16,43,60
4559,35,13,40
4560,9,41,50
4561,15,25,50
4562,12,9,50
4563,13,10,60
4564,11,31,40
4565,17,20,50
4566,12,42,50
4567,23,39,50
4568,6,44,60
4569,21,25,60
4570,21,13,40
4571,15,14,60
4572,13,22,40
4573,12,47,60
4574,18,16,50
4575,11,6,50
4576,23,13,60
4577,30,16,50
4578,30,19,50
4579,33,9,50
4580,12,8,40
4581,11,19,40
4582,24,14,60
4583,29,20,60
4584,24,20,60
4585,19,40,50
4586,17,14,40
4587,30,10,60
4588,15,5,50
4589,22,32,40
4590,31,10,50
4591,25,16,40
4592,5,56,60
4593,6,19,60
4594,35,17,60
4595,11,13,40
4596,25,27,50
4597,22,24,40
4598,15,38,40
4599,26,9,60
4600,24,29,50
4601,12,34,50
4602,11,25,40
4603,8,47,60
4604,32,17,40
4605,25,21,50
4606,26,7,50
4607,21,10,50
4608,18,13,50
4609,16,31,60
4610,18,18,50
4611,16,22,60
4612,7,45,50
4613,29,11,60
4614,32,22,50
4615,5,35,40
4616,30,15,60
4617,25,34,40
4618,14,22,40
4619,26,21,50
4620,18,22,60
4621,17,54,60
4622,28,18,60
4623,21,47,60
4624,34,24,40
4625,19,15,40
4626,28,9,50
4627,13,13,50
4628,31,9,50
4629,17,29,50
4630,7,38,40
4631,27,17,60
4632,13,26,60
4633,14,11,50
4634,30,12,60
4635,24,10,60
4636,17,12,60
4637,35,8,60
4638,13,25,40
4639,27,20,60
4640,22,10,40
4641,16,10,60
4642,26,6,60
4643,28,22,60
4644,15,9,40
4645,6,18,40
4646,10,22,40
4647,10,5,40
4648,32,21,40
4649,19,42,50
4650,13,6,50
4651,26,25,40
4652,31,22,60
4653,25,17,60
4654,5,32,40
4655,19,11,40
4656,22,7,50
4657,11,12,50
4658,14,35,60
4659,12,56,60
4660,28,21,40
4661,20,23,40
4662,35,22,50
4663,14,11,60
4664,19,18,50
4665,20,8,60
4666,10,11,40
4667,34,5,60
4668,34,17,50
4669,10,16,40
4670,20,23,50
4671,24,7,50
4672,10,6,50
4673,18,39,50
4674,18,7,50
4675,10,25,40
4676,21,14,50
4677,32,7,40
4678,17,14,60
4679,35,19,40
4680,20,8,60
4681,29,23,50
4682,34,24,50
4683,6,48,50
4684,10,16,60
4685,34,11,60
4686,23,22,50
4687,14,32,40
4688,17,32,40
4689,28,23,60
4690,17,25,60
4691,29,19,50
4692,26,12,40
4693,23,22,60
4694,21,55,60
4695,13,20,60
4696,31,25,60
4697,35,24,50
4698,21,5,40
4699,35,23,50
4700,10,38,50
4701,12,23,50
4702,22,5,50
4703,29,12,60
4704,10,7,40
4705,23,16,40
4706,25,48,50
4707,27,10,60
4708,10,14,50
4709,27,5,40
4710,21,9,60
4711,35,19,40
4712,20,21,50
4713,13,19,50
4714,19,33,50
4715,12,9,60
4716,19,17,50
4717,10,19,60
4718,22,36,40
4719,27,9,60
4720,7,40,50
4721,23,13,40
4722,15,9,40
4723,25,15,60
4724,28,7,60
4725,11,13,50
4726,16,32,60
4727,8,32,40
4728,14,38,50
4729,6,35,50
4730,34,21,50
4731,10,23,40
4732,9,26,40
4733,5,16,50
4734,11,7,60
4735,22,12,60
4736,15,41,60
4737,11,19,50
4738,11,19,40
4739,20,26,50
4740,10,50,60
4741,20,13,60
4742,6,17,40
4743,21,48,50
4744,10,37,40
4745,32,19,50
4746,7,19,40
4747,7,39,50
4748,35,16,60
4749,20,17,40
4750,35,16,40
4751,25,59,60
4752,7,18,40
4753,21,5,60
4754,10,44,60
4755,7,25,40
4756,23,7,40
4757,11,16,60
4758,35,19,40
4759,28,9,40
4760,11,6,40
4761,12,18,50
4762,20,5,60
4763,25,13,40
4764,25,20,60
4765,23,34,60
4766,32,15,60
4767,19,12,60
